time,treatment,od,blank
34200.19,EtOH,0.099,0.0834
36000.19,EtOH,0.1014,0.0836
37800.19,EtOH,0.1035,0.0835
39600.19,EtOH,0.1061,0.0835
41400.19,EtOH,0.1086,0.0837
43200.19,EtOH,0.1119,0.0833
45000.19,EtOH,0.1156,0.0836
46800.19,EtOH,0.1203,0.0835
48600.19,EtOH,0.1244,0.0836
50400.19,EtOH,0.13,0.0837
52200.19,EtOH,0.1355,0.0833
54000.19,EtOH,0.143,0.0836
55800.19,EtOH,0.1508,0.0836
57600.19,EtOH,0.16,0.0836
59400.19,EtOH,0.1702,0.0839
61200.19,EtOH,0.1823,0.084
63000.19,EtOH,0.1942,0.0835
64800.19,EtOH,0.2065,0.0839
66600.19,EtOH,0.2173,0.0834
68400.19,EtOH,0.229,0.0838
70200.19,EtOH,0.24,0.0836
72000.19,EtOH,0.2503,0.0838
73800.19,EtOH,0.2612,0.0835
75600.19,EtOH,0.2723,0.0836
77400.19,EtOH,0.2827,0.0835
79200.19,EtOH,0.2922,0.0835
81000.19,EtOH,0.3002,0.0838
82800.19,EtOH,0.3073,0.0834
84600.19,EtOH,0.3149,0.084
86400.19,EtOH,0.3193,0.0835
88200.19,EtOH,0.3232,0.0837
90000.19,EtOH,0.3265,0.084
91800.19,EtOH,0.3299,0.0842
93600.19,EtOH,0.3321,0.0835
95400.19,EtOH,0.3347,0.0833
97200.19,EtOH,0.3384,0.0837
99000.19,EtOH,0.3403,0.0837
100800.19,EtOH,0.3435,0.0835
102600.19,EtOH,0.3452,0.0834
104400.19,EtOH,0.3464,0.0835
106200.19,EtOH,0.3491,0.0836
108000.19,EtOH,0.3523,0.0837
109800.19,EtOH,0.354,0.0837
111600.19,EtOH,0.354,0.0835
113400.19,EtOH,0.3551,0.0839
115200.19,EtOH,0.3558,0.0836
117000.19,EtOH,0.3559,0.0836
118800.19,EtOH,0.3568,0.0839
120600.19,EtOH,0.3559,0.0833
122400.19,EtOH,0.3567,0.0837
124200.19,EtOH,0.3574,0.0836
126000.19,EtOH,0.3581,0.0839
127800.19,EtOH,0.3595,0.0839
129600.19,EtOH,0.3602,0.0839
131400.19,EtOH,0.36,0.0835
133200.19,EtOH,0.3605,0.0839
135000.19,EtOH,0.3604,0.0837
136800.19,EtOH,0.3614,0.0837
138600.19,EtOH,0.3611,0.0835
140400.19,EtOH,0.3614,0.0835
142200.19,EtOH,0.3616,0.0833
144000.19,EtOH,0.3615,0.084
145800.19,EtOH,0.361,0.0837
147600.19,EtOH,0.3606,0.0835
149400.19,EtOH,0.3604,0.0839
151200.19,EtOH,0.3585,0.0836
153000.19,EtOH,0.358,0.0834
154800.19,EtOH,0.3574,0.0839
156600.19,EtOH,0.3557,0.0837
158400.19,EtOH,0.3539,0.0835
160200.19,EtOH,0.3526,0.0837
162000.19,EtOH,0.351,0.0836
163800.19,EtOH,0.3491,0.0835
165600.19,EtOH,0.3468,0.0835
167400.19,EtOH,0.345,0.0837
169200.19,EtOH,0.3423,0.0838
171000.19,EtOH,0.3402,0.0833
172800.19,EtOH,0.3382,0.0835
174600.19,EtOH,0.3356,0.0837
176400.19,EtOH,0.3332,0.0835
178200.19,EtOH,0.3313,0.0836
180000.19,EtOH,0.3286,0.0833
181800.19,EtOH,0.3267,0.0835
183600.19,EtOH,0.3245,0.0834
185400.19,EtOH,0.322,0.0838
187200.19,EtOH,0.3196,0.0838
189000.19,EtOH,0.3174,0.0836
190800.19,EtOH,0.3144,0.0833
192600.19,EtOH,0.3123,0.0836
194400.19,EtOH,0.3096,0.0836
196200.19,EtOH,0.3076,0.084
198000.19,EtOH,0.3051,0.0837
199800.19,EtOH,0.3027,0.0836
201600.19,EtOH,0.3001,0.0832
203400.19,EtOH,0.2979,0.0834
205200.19,EtOH,0.2961,0.0837
207000.19,EtOH,0.2936,0.0836
208800.19,EtOH,0.2917,0.0836
210600.19,EtOH,0.2904,0.0834
212400.19,EtOH,0.2884,0.0834
214200.19,EtOH,0.2865,0.0835
216000.19,EtOH,0.2853,0.0838
217800.19,EtOH,0.2829,0.0834
219600.19,EtOH,0.2816,0.0835
221400.19,EtOH,0.2801,0.084
223200.19,EtOH,0.2789,0.0838
225000.19,EtOH,0.2769,0.0835
226800.19,EtOH,0.2757,0.0837
228600.19,EtOH,0.2744,0.0839
230400.19,EtOH,0.2735,0.0837
232200.19,EtOH,0.2717,0.0831
234000.19,EtOH,0.2708,0.0833
235800.19,EtOH,0.2697,0.0835
237600.19,EtOH,0.2685,0.0837
239400.19,EtOH,0.2678,0.0838
241200.19,EtOH,0.2671,0.0838
243000.19,EtOH,0.2652,0.0833
244800.19,EtOH,0.2646,0.0833
246600.19,EtOH,0.2648,0.0843
0,ZEN,0.086,0.0845
1800.19,ZEN,0.0839,0.0838
3600.19,ZEN,0.084,0.084
5400.19,ZEN,0.0847,0.0841
7200.19,ZEN,0.0848,0.0843
9000.19,ZEN,0.0852,0.0843
10800.19,ZEN,0.085,0.0842
12600.19,ZEN,0.0851,0.0844
14400.19,ZEN,0.0855,0.0841
16200.19,ZEN,0.0858,0.0841
18000.19,ZEN,0.086,0.0843
19800.19,ZEN,0.0864,0.0842
21600.19,ZEN,0.087,0.0841
23400.19,ZEN,0.0878,0.0843
25200.19,ZEN,0.0892,0.0844
27000.19,ZEN,0.0906,0.0845
28800.19,ZEN,0.0928,0.0845
30600.19,ZEN,0.0944,0.0839
32400.19,ZEN,0.0969,0.0841
34200.19,ZEN,0.0988,0.0844
36000.19,ZEN,0.1012,0.0842
37800.19,ZEN,0.1043,0.0842
39600.19,ZEN,0.1072,0.0843
41400.19,ZEN,0.1105,0.0842
43200.19,ZEN,0.1144,0.0844
45000.19,ZEN,0.1189,0.0847
46800.19,ZEN,0.1235,0.084
48600.19,ZEN,0.1303,0.0845
50400.19,ZEN,0.1368,0.0846
52200.19,ZEN,0.1455,0.0841
54000.19,ZEN,0.1558,0.0844
55800.19,ZEN,0.1663,0.0845
57600.19,ZEN,0.1791,0.0845
59400.19,ZEN,0.1946,0.0848
61200.19,ZEN,0.2108,0.0849
63000.19,ZEN,0.2283,0.0846
64800.19,ZEN,0.2461,0.0841
66600.19,ZEN,0.2632,0.0843
68400.19,ZEN,0.2793,0.0845
70200.19,ZEN,0.2944,0.0845
72000.19,ZEN,0.3093,0.0844
73800.19,ZEN,0.3238,0.0844
75600.19,ZEN,0.3373,0.0843
77400.19,ZEN,0.3492,0.0844
79200.19,ZEN,0.36,0.0847
81000.19,ZEN,0.3707,0.0845
82800.19,ZEN,0.3799,0.0841
84600.19,ZEN,0.3894,0.0848
86400.19,ZEN,0.3974,0.0844
88200.19,ZEN,0.4047,0.0845
90000.19,ZEN,0.4108,0.0845
91800.19,ZEN,0.4164,0.0848
93600.19,ZEN,0.4211,0.0843
95400.19,ZEN,0.4257,0.0842
97200.19,ZEN,0.4294,0.0845
99000.19,ZEN,0.4328,0.0847
100800.19,ZEN,0.4359,0.0843
102600.19,ZEN,0.4385,0.0841
104400.19,ZEN,0.4412,0.0843
106200.19,ZEN,0.4443,0.0846
108000.19,ZEN,0.4476,0.0847
109800.19,ZEN,0.4501,0.0845
111600.19,ZEN,0.4544,0.0844
113400.19,ZEN,0.4584,0.0846
115200.19,ZEN,0.4278,0.0846
117000.19,ZEN,0.3527,0.0844
118800.19,ZEN,0.3407,0.0848
120600.19,ZEN,0.2889,0.0844
122400.19,ZEN,0.2421,0.0845
124200.19,ZEN,0.2182,0.0845
126000.19,ZEN,0.2115,0.0847
127800.19,ZEN,0.2063,0.0846
129600.19,ZEN,0.2018,0.0848
131400.19,ZEN,0.1999,0.0844
133200.19,ZEN,0.1989,0.0847
135000.19,ZEN,0.2016,0.0847
136800.19,ZEN,0.2069,0.0847
138600.19,ZEN,0.1947,0.0844
140400.19,ZEN,0.1898,0.0843
142200.19,ZEN,0.1886,0.084
144000.19,ZEN,0.1879,0.0842
145800.19,ZEN,0.1874,0.0844
147600.19,ZEN,0.1857,0.0848
149400.19,ZEN,0.1849,0.0846
151200.19,ZEN,0.1832,0.0843
153000.19,ZEN,0.1819,0.0842
154800.19,ZEN,0.1811,0.0848
156600.19,ZEN,0.1799,0.0846
158400.19,ZEN,0.178,0.0844
160200.19,ZEN,0.1773,0.0845
162000.19,ZEN,0.1761,0.0844
163800.19,ZEN,0.1752,0.0848
165600.19,ZEN,0.174,0.0842
167400.19,ZEN,0.1732,0.0847
169200.19,ZEN,0.1729,0.0846
171000.19,ZEN,0.172,0.0842
172800.19,ZEN,0.172,0.0845
174600.19,ZEN,0.171,0.0842
176400.19,ZEN,0.17,0.0844
178200.19,ZEN,0.1692,0.0844
180000.19,ZEN,0.168,0.0843
181800.19,ZEN,0.1673,0.0846
183600.19,ZEN,0.1661,0.0844
185400.19,ZEN,0.1657,0.0845
187200.19,ZEN,0.1647,0.0846
189000.19,ZEN,0.1639,0.0844
190800.19,ZEN,0.1626,0.0843
192600.19,ZEN,0.1616,0.0843
194400.19,ZEN,0.1603,0.0845
196200.19,ZEN,0.1601,0.0846
198000.19,ZEN,0.1589,0.0847
199800.19,ZEN,0.1581,0.0843
201600.19,ZEN,0.1572,0.0844
203400.19,ZEN,0.1564,0.0842
205200.19,ZEN,0.1559,0.0848
207000.19,ZEN,0.155,0.0842
208800.19,ZEN,0.1545,0.0845
210600.19,ZEN,0.1535,0.0844
212400.19,ZEN,0.1529,0.0842
214200.19,ZEN,0.1521,0.0844
216000.19,ZEN,0.1517,0.0844
217800.19,ZEN,0.1507,0.0841
219600.19,ZEN,0.1503,0.0844
221400.19,ZEN,0.1503,0.0847
223200.19,ZEN,0.1497,0.0847
225000.19,ZEN,0.1487,0.0843
226800.19,ZEN,0.1486,0.0843
228600.19,ZEN,0.148,0.0846
230400.19,ZEN,0.1477,0.0845
232200.19,ZEN,0.1469,0.084
234000.19,ZEN,0.1469,0.0845
235800.19,ZEN,0.1466,0.0844
237600.19,ZEN,0.1463,0.0845
239400.19,ZEN,0.146,0.0847
241200.19,ZEN,0.1459,0.0846
243000.19,ZEN,0.1448,0.084
244800.19,ZEN,0.1448,0.0843
246600.19,ZEN,0.1452,0.0847
0,ZEN,0.0837,0.0828
1800.19,ZEN,0.0834,0.0835
3600.19,ZEN,0.0835,0.0841
5400.19,ZEN,0.0835,0.0832
7200.19,ZEN,0.0835,0.0835
9000.19,ZEN,0.0837,0.0833
10800.19,ZEN,0.0837,0.0834
12600.19,ZEN,0.0842,0.0834
14400.19,ZEN,0.0843,0.0835
16200.19,ZEN,0.0847,0.0834
18000.19,ZEN,0.0854,0.0833
19800.19,ZEN,0.0857,0.0835
21600.19,ZEN,0.0867,0.0839
23400.19,ZEN,0.0878,0.0835
25200.19,ZEN,0.089,0.0834
27000.19,ZEN,0.0911,0.0838
28800.19,ZEN,0.0933,0.0836
30600.19,ZEN,0.0963,0.0832
32400.19,ZEN,0.1007,0.0836
34200.19,ZEN,0.105,0.0838
36000.19,ZEN,0.1094,0.0835
37800.19,ZEN,0.1142,0.0833
39600.19,ZEN,0.1194,0.0833
41400.19,ZEN,0.1255,0.0837
43200.19,ZEN,0.1323,0.0836
45000.19,ZEN,0.1403,0.0836
46800.19,ZEN,0.1487,0.0835
48600.19,ZEN,0.159,0.0835
50400.19,ZEN,0.1729,0.0838
52200.19,ZEN,0.1876,0.0836
54000.19,ZEN,0.2056,0.0838
55800.19,ZEN,0.2247,0.0839
57600.19,ZEN,0.2458,0.0838
59400.19,ZEN,0.2691,0.084
61200.19,ZEN,0.2935,0.0843
63000.19,ZEN,0.3191,0.0839
64800.19,ZEN,0.3447,0.0838
66600.19,ZEN,0.3688,0.0835
68400.19,ZEN,0.3931,0.0836
70200.19,ZEN,0.4168,0.0836
72000.19,ZEN,0.4393,0.0838
73800.19,ZEN,0.4599,0.0838
75600.19,ZEN,0.4792,0.0836
77400.19,ZEN,0.4969,0.0833
79200.19,ZEN,0.5134,0.0835
81000.19,ZEN,0.528,0.0837
82800.19,ZEN,0.5417,0.0834
84600.19,ZEN,0.5543,0.0841
86400.19,ZEN,0.5648,0.0841
88200.19,ZEN,0.575,0.0837
90000.19,ZEN,0.5842,0.0837
91800.19,ZEN,0.5928,0.0841
93600.19,ZEN,0.5999,0.0836
95400.19,ZEN,0.6071,0.0836
97200.19,ZEN,0.6135,0.084
99000.19,ZEN,0.6195,0.0839
100800.19,ZEN,0.6252,0.0838
102600.19,ZEN,0.6305,0.0837
104400.19,ZEN,0.6347,0.0835
106200.19,ZEN,0.6392,0.0837
108000.19,ZEN,0.6437,0.0837
109800.19,ZEN,0.6478,0.0836
111600.19,ZEN,0.6526,0.0836
113400.19,ZEN,0.6572,0.0839
115200.19,ZEN,0.6618,0.084
117000.19,ZEN,0.6654,0.0837
118800.19,ZEN,0.6691,0.0842
120600.19,ZEN,0.6716,0.0836
122400.19,ZEN,0.676,0.0838
124200.19,ZEN,0.6868,0.0838
126000.19,ZEN,0.7075,0.0838
127800.19,ZEN,0.7226,0.084
129600.19,ZEN,0.7233,0.0839
131400.19,ZEN,0.7146,0.0835
133200.19,ZEN,0.6969,0.0842
135000.19,ZEN,0.6773,0.0838
136800.19,ZEN,0.6556,0.0838
138600.19,ZEN,0.631,0.0834
140400.19,ZEN,0.6097,0.0835
142200.19,ZEN,0.5942,0.0834
144000.19,ZEN,0.5813,0.0839
145800.19,ZEN,0.57,0.0837
147600.19,ZEN,0.5591,0.0839
149400.19,ZEN,0.5502,0.084
151200.19,ZEN,0.5428,0.0836
153000.19,ZEN,0.5372,0.0836
154800.19,ZEN,0.5332,0.0839
156600.19,ZEN,0.5277,0.0838
158400.19,ZEN,0.5229,0.0833
160200.19,ZEN,0.5187,0.0837
162000.19,ZEN,0.5142,0.0836
163800.19,ZEN,0.5106,0.0838
165600.19,ZEN,0.5073,0.0835
167400.19,ZEN,0.5039,0.0837
169200.19,ZEN,0.5,0.0835
171000.19,ZEN,0.4966,0.0837
172800.19,ZEN,0.4931,0.0835
174600.19,ZEN,0.4893,0.0834
176400.19,ZEN,0.486,0.0836
178200.19,ZEN,0.4819,0.0836
180000.19,ZEN,0.4783,0.0835
181800.19,ZEN,0.4752,0.0833
183600.19,ZEN,0.4714,0.0838
185400.19,ZEN,0.4691,0.084
187200.19,ZEN,0.4654,0.0838
189000.19,ZEN,0.4622,0.0838
190800.19,ZEN,0.4588,0.0837
192600.19,ZEN,0.4558,0.0837
194400.19,ZEN,0.4525,0.0839
196200.19,ZEN,0.4501,0.0839
198000.19,ZEN,0.4473,0.0839
199800.19,ZEN,0.4444,0.0832
201600.19,ZEN,0.4416,0.0835
203400.19,ZEN,0.439,0.0836
205200.19,ZEN,0.437,0.0837
207000.19,ZEN,0.4348,0.0839
208800.19,ZEN,0.4322,0.0837
210600.19,ZEN,0.4304,0.0836
212400.19,ZEN,0.4283,0.0836
214200.19,ZEN,0.4263,0.0839
216000.19,ZEN,0.4248,0.0839
217800.19,ZEN,0.4226,0.0832
219600.19,ZEN,0.4213,0.0835
221400.19,ZEN,0.4202,0.0839
223200.19,ZEN,0.4184,0.0837
225000.19,ZEN,0.4169,0.0836
226800.19,ZEN,0.4153,0.0836
228600.19,ZEN,0.4141,0.0835
230400.19,ZEN,0.4131,0.0835
232200.19,ZEN,0.4116,0.083
234000.19,ZEN,0.4106,0.0838
235800.19,ZEN,0.4097,0.0838
237600.19,ZEN,0.4087,0.0836
239400.19,ZEN,0.4076,0.0839
241200.19,ZEN,0.4069,0.0839
243000.19,ZEN,0.4056,0.0835
244800.19,ZEN,0.4048,0.0837
246600.19,ZEN,0.4044,0.0842
0,ZEN,0.086,0.0845
1800.19,ZEN,0.0865,0.0838
3600.19,ZEN,0.0871,0.084
5400.19,ZEN,0.0868,0.0841
7200.19,ZEN,0.0867,0.0843
9000.19,ZEN,0.0867,0.0843
10800.19,ZEN,0.0867,0.0842
12600.19,ZEN,0.087,0.0844
14400.19,ZEN,0.0872,0.0841
16200.19,ZEN,0.0876,0.0841
18000.19,ZEN,0.088,0.0843
19800.19,ZEN,0.0881,0.0842
21600.19,ZEN,0.0899,0.0841
23400.19,ZEN,0.0909,0.0843
25200.19,ZEN,0.0913,0.0844
27000.19,ZEN,0.0929,0.0845
28800.19,ZEN,0.0956,0.0845
30600.19,ZEN,0.0975,0.0839
32400.19,ZEN,0.1014,0.0841
34200.19,ZEN,0.1055,0.0844
36000.19,ZEN,0.1113,0.0842
37800.19,ZEN,0.119,0.0842
39600.19,ZEN,0.1251,0.0843
41400.19,ZEN,0.1321,0.0842
43200.19,ZEN,0.1412,0.0844
45000.19,ZEN,0.1517,0.0847
46800.19,ZEN,0.1639,0.084
48600.19,ZEN,0.1773,0.0845
50400.19,ZEN,0.191,0.0846
52200.19,ZEN,0.2063,0.0841
54000.19,ZEN,0.2252,0.0844
55800.19,ZEN,0.2461,0.0845
57600.19,ZEN,0.2701,0.0845
59400.19,ZEN,0.2972,0.0848
61200.19,ZEN,0.3259,0.0849
63000.19,ZEN,0.3549,0.0846
64800.19,ZEN,0.3841,0.0841
66600.19,ZEN,0.4123,0.0843
68400.19,ZEN,0.4385,0.0845
70200.19,ZEN,0.4653,0.0845
72000.19,ZEN,0.4895,0.0844
73800.19,ZEN,0.5122,0.0844
75600.19,ZEN,0.5324,0.0843
77400.19,ZEN,0.5511,0.0844
79200.19,ZEN,0.5695,0.0847
81000.19,ZEN,0.5841,0.0845
82800.19,ZEN,0.5982,0.0841
84600.19,ZEN,0.6124,0.0848
86400.19,ZEN,0.6251,0.0844
88200.19,ZEN,0.6343,0.0845
90000.19,ZEN,0.6446,0.0845
91800.19,ZEN,0.6546,0.0848
93600.19,ZEN,0.6624,0.0843
95400.19,ZEN,0.67,0.0842
97200.19,ZEN,0.6759,0.0845
99000.19,ZEN,0.6828,0.0847
100800.19,ZEN,0.6886,0.0843
102600.19,ZEN,0.6935,0.0841
104400.19,ZEN,0.6981,0.0843
106200.19,ZEN,0.7027,0.0846
108000.19,ZEN,0.7085,0.0847
109800.19,ZEN,0.7137,0.0845
111600.19,ZEN,0.7235,0.0844
113400.19,ZEN,0.7572,0.0846
115200.19,ZEN,0.8104,0.0846
117000.19,ZEN,0.7602,0.0844
118800.19,ZEN,0.5535,0.0848
120600.19,ZEN,0.3694,0.0844
122400.19,ZEN,0.2834,0.0845
124200.19,ZEN,0.2296,0.0845
126000.19,ZEN,0.2025,0.0847
127800.19,ZEN,0.188,0.0846
129600.19,ZEN,0.1768,0.0848
131400.19,ZEN,0.1651,0.0844
133200.19,ZEN,0.1606,0.0847
135000.19,ZEN,0.1581,0.0847
136800.19,ZEN,0.1564,0.0847
138600.19,ZEN,0.1545,0.0844
140400.19,ZEN,0.1532,0.0843
142200.19,ZEN,0.1518,0.084
144000.19,ZEN,0.1504,0.0842
145800.19,ZEN,0.1497,0.0844
147600.19,ZEN,0.1491,0.0848
149400.19,ZEN,0.1488,0.0846
151200.19,ZEN,0.1488,0.0843
153000.19,ZEN,0.1485,0.0842
154800.19,ZEN,0.1484,0.0848
156600.19,ZEN,0.1479,0.0846
158400.19,ZEN,0.1481,0.0844
160200.19,ZEN,0.1488,0.0845
162000.19,ZEN,0.1488,0.0844
163800.19,ZEN,0.1484,0.0848
165600.19,ZEN,0.1482,0.0842
167400.19,ZEN,0.1491,0.0847
169200.19,ZEN,0.1483,0.0846
171000.19,ZEN,0.1474,0.0842
172800.19,ZEN,0.1467,0.0845
174600.19,ZEN,0.1452,0.0842
176400.19,ZEN,0.1444,0.0844
178200.19,ZEN,0.1439,0.0844
180000.19,ZEN,0.1431,0.0843
181800.19,ZEN,0.1429,0.0846
183600.19,ZEN,0.142,0.0844
185400.19,ZEN,0.1416,0.0845
187200.19,ZEN,0.141,0.0846
189000.19,ZEN,0.1397,0.0844
190800.19,ZEN,0.1387,0.0843
192600.19,ZEN,0.1387,0.0843
194400.19,ZEN,0.1375,0.0845
196200.19,ZEN,0.1368,0.0846
198000.19,ZEN,0.1361,0.0847
199800.19,ZEN,0.1354,0.0843
201600.19,ZEN,0.135,0.0844
203400.19,ZEN,0.1344,0.0842
205200.19,ZEN,0.1337,0.0848
207000.19,ZEN,0.1326,0.0842
208800.19,ZEN,0.1322,0.0845
210600.19,ZEN,0.1317,0.0844
212400.19,ZEN,0.1309,0.0842
214200.19,ZEN,0.1305,0.0844
216000.19,ZEN,0.1303,0.0844
217800.19,ZEN,0.1293,0.0841
219600.19,ZEN,0.1308,0.0844
221400.19,ZEN,0.131,0.0847
223200.19,ZEN,0.1307,0.0847
225000.19,ZEN,0.1302,0.0843
226800.19,ZEN,0.1298,0.0843
228600.19,ZEN,0.1303,0.0846
230400.19,ZEN,0.1291,0.0845
232200.19,ZEN,0.1286,0.084
234000.19,ZEN,0.129,0.0845
235800.19,ZEN,0.1289,0.0844
237600.19,ZEN,0.1294,0.0845
239400.19,ZEN,0.1347,0.0847
241200.19,ZEN,0.1318,0.0846
243000.19,ZEN,0.133,0.084
244800.19,ZEN,0.1322,0.0843
246600.19,ZEN,0.1323,0.0847
0,ZEN,0.0828,0.0828
1800.19,ZEN,0.0823,0.0835
3600.19,ZEN,0.0829,0.0841
5400.19,ZEN,0.0824,0.0832
7200.19,ZEN,0.0824,0.0835
9000.19,ZEN,0.0824,0.0833
10800.19,ZEN,0.0825,0.0834
12600.19,ZEN,0.0833,0.0834
14400.19,ZEN,0.0838,0.0835
16200.19,ZEN,0.0833,0.0834
18000.19,ZEN,0.084,0.0833
19800.19,ZEN,0.0844,0.0835
21600.19,ZEN,0.0853,0.0839
23400.19,ZEN,0.0864,0.0835
25200.19,ZEN,0.0873,0.0834
27000.19,ZEN,0.0889,0.0838
28800.19,ZEN,0.0914,0.0836
30600.19,ZEN,0.0943,0.0832
32400.19,ZEN,0.098,0.0836
34200.19,ZEN,0.1028,0.0838
36000.19,ZEN,0.1083,0.0835
37800.19,ZEN,0.1145,0.0833
39600.19,ZEN,0.1213,0.0833
41400.19,ZEN,0.1284,0.0837
43200.19,ZEN,0.1361,0.0836
45000.19,ZEN,0.1458,0.0836
46800.19,ZEN,0.1566,0.0835
48600.19,ZEN,0.1695,0.0835
50400.19,ZEN,0.1835,0.0838
52200.19,ZEN,0.199,0.0836
54000.19,ZEN,0.2172,0.0838
55800.19,ZEN,0.2374,0.0839
57600.19,ZEN,0.2601,0.0838
59400.19,ZEN,0.2847,0.084
61200.19,ZEN,0.3112,0.0843
63000.19,ZEN,0.3381,0.0839
64800.19,ZEN,0.3657,0.0838
66600.19,ZEN,0.3921,0.0835
68400.19,ZEN,0.4177,0.0836
70200.19,ZEN,0.4423,0.0836
72000.19,ZEN,0.4667,0.0838
73800.19,ZEN,0.4883,0.0838
75600.19,ZEN,0.5089,0.0836
77400.19,ZEN,0.5274,0.0833
79200.19,ZEN,0.5447,0.0835
81000.19,ZEN,0.5591,0.0837
82800.19,ZEN,0.5725,0.0834
84600.19,ZEN,0.5855,0.0841
86400.19,ZEN,0.5974,0.0841
88200.19,ZEN,0.6068,0.0837
90000.19,ZEN,0.6165,0.0837
91800.19,ZEN,0.6256,0.0841
93600.19,ZEN,0.6335,0.0836
95400.19,ZEN,0.6404,0.0836
97200.19,ZEN,0.6469,0.084
99000.19,ZEN,0.6534,0.0839
100800.19,ZEN,0.6591,0.0838
102600.19,ZEN,0.6644,0.0837
104400.19,ZEN,0.6691,0.0835
106200.19,ZEN,0.6743,0.0837
108000.19,ZEN,0.6795,0.0837
109800.19,ZEN,0.6841,0.0836
111600.19,ZEN,0.6888,0.0836
113400.19,ZEN,0.6936,0.0839
115200.19,ZEN,0.6979,0.084
117000.19,ZEN,0.7011,0.0837
118800.19,ZEN,0.7041,0.0842
120600.19,ZEN,0.7061,0.0836
122400.19,ZEN,0.7083,0.0838
124200.19,ZEN,0.7085,0.0838
126000.19,ZEN,0.7097,0.0838
127800.19,ZEN,0.7095,0.084
129600.19,ZEN,0.7092,0.0839
131400.19,ZEN,0.7084,0.0835
133200.19,ZEN,0.7082,0.0842
135000.19,ZEN,0.7058,0.0838
136800.19,ZEN,0.7047,0.0838
138600.19,ZEN,0.703,0.0834
140400.19,ZEN,0.701,0.0835
142200.19,ZEN,0.6984,0.0834
144000.19,ZEN,0.6959,0.0839
145800.19,ZEN,0.6936,0.0837
147600.19,ZEN,0.6904,0.0839
149400.19,ZEN,0.687,0.084
151200.19,ZEN,0.6838,0.0836
153000.19,ZEN,0.6805,0.0836
154800.19,ZEN,0.6776,0.0839
156600.19,ZEN,0.6733,0.0838
158400.19,ZEN,0.6691,0.0833
160200.19,ZEN,0.665,0.0837
162000.19,ZEN,0.6611,0.0836
163800.19,ZEN,0.657,0.0838
165600.19,ZEN,0.6522,0.0835
167400.19,ZEN,0.6472,0.0837
169200.19,ZEN,0.6426,0.0835
171000.19,ZEN,0.638,0.0837
172800.19,ZEN,0.6331,0.0835
174600.19,ZEN,0.6282,0.0834
176400.19,ZEN,0.6226,0.0836
178200.19,ZEN,0.6182,0.0836
180000.19,ZEN,0.6127,0.0835
181800.19,ZEN,0.6082,0.0833
183600.19,ZEN,0.6034,0.0838
185400.19,ZEN,0.5991,0.084
187200.19,ZEN,0.5941,0.0838
189000.19,ZEN,0.5893,0.0838
190800.19,ZEN,0.5847,0.0837
192600.19,ZEN,0.5805,0.0837
194400.19,ZEN,0.576,0.0839
196200.19,ZEN,0.5724,0.0839
198000.19,ZEN,0.5678,0.0839
199800.19,ZEN,0.5638,0.0832
201600.19,ZEN,0.5605,0.0835
203400.19,ZEN,0.557,0.0836
205200.19,ZEN,0.5539,0.0837
207000.19,ZEN,0.5508,0.0839
208800.19,ZEN,0.5479,0.0837
210600.19,ZEN,0.5448,0.0836
212400.19,ZEN,0.5423,0.0836
214200.19,ZEN,0.5396,0.0839
216000.19,ZEN,0.5379,0.0839
217800.19,ZEN,0.5351,0.0832
219600.19,ZEN,0.5334,0.0835
221400.19,ZEN,0.5316,0.0839
223200.19,ZEN,0.5294,0.0837
225000.19,ZEN,0.5274,0.0836
226800.19,ZEN,0.5254,0.0836
228600.19,ZEN,0.524,0.0835
230400.19,ZEN,0.5224,0.0835
232200.19,ZEN,0.5207,0.083
234000.19,ZEN,0.5193,0.0838
235800.19,ZEN,0.518,0.0838
237600.19,ZEN,0.5172,0.0836
239400.19,ZEN,0.5156,0.0839
241200.19,ZEN,0.5148,0.0839
243000.19,ZEN,0.5133,0.0835
244800.19,ZEN,0.5119,0.0837
246600.19,ZEN,0.5113,0.0842
0,ZEN,0.0851,0.0845
1800.19,ZEN,0.0839,0.0838
3600.19,ZEN,0.0847,0.084
5400.19,ZEN,0.0848,0.0841
7200.19,ZEN,0.0846,0.0843
9000.19,ZEN,0.085,0.0843
10800.19,ZEN,0.0851,0.0842
12600.19,ZEN,0.0851,0.0844
14400.19,ZEN,0.0854,0.0841
16200.19,ZEN,0.0852,0.0841
18000.19,ZEN,0.0862,0.0843
19800.19,ZEN,0.0865,0.0842
